OrderNumber,OrderDate,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Line Total,Total Unit Cost,,
SO - 0009116,10/2/2017,100,Export,GBP,AXW291,79,15,11,"5,554.30","61,097.30","2,777.15",,
SO - 0010628,10/2/2017,169,Wholesale,GBP,AXW291,60,6,10,"1,943.00","19,430.00",796.63,,
SO - 000240,10/3/2017,9,Wholesale,GBP,NXH382,38,29,6,891.10,"5,346.60",712.88,,
SO - 0003674,10/3/2017,64,Wholesale,GBP,NXH382,2,26,8,737.00,"5,896.00",405.35,,
SO - 0005769,10/3/2017,48,Distributor,GBP,NXH382,68,29,7,924.60,"6,472.20",656.47,,
SO - 0009758,10/3/2017,28,Wholesale,GBP,AXW291,18,4,8,"1,031.80","8,254.40",608.76,,
SO - 0010597,10/3/2017,92,Wholesale,GBP,NXH382,43,18,10,227.80,"2,278.00",102.51,,
SO - 000641,10/4/2017,101,Wholesale,GBP,NXH382,70,5,5,"1,132.30","5,661.50",713.35,,
SO - 000699,10/4/2017,22,Distributor,GBP,NXH382,11,25,5,"1,025.10","5,125.50",850.83,,
SO - 0001362,10/4/2017,48,Wholesale,GBP,NXH382,81,25,12,"1,132.30","13,587.60",520.86,,
SO - 0002945,10/4/2017,77,Distributor,GBP,NXH382,29,15,12,"2,472.30","29,667.60","2,027.29",,
SO - 0003161,10/4/2017,113,Distributor,GBP,NXH382,48,5,8,"5,929.50","47,436.00","3,913.47",,
SO - 0003790,10/4/2017,110,Export,GBP,NXH382,45,29,7,"6,331.50","44,320.50","2,595.92",,
SO - 0004262,10/4/2017,123,Wholesale,GBP,NXH382,36,5,8,"5,286.30","42,290.40","2,590.29",,
SO - 0004338,10/4/2017,167,Wholesale,GBP,NXH382,25,4,11,676.70,"7,443.70",439.86,,
SO - 0007678,10/4/2017,76,Wholesale,GBP,NXH382,11,4,6,"1,072.00","6,432.00",857.60,,
SO - 0008322,10/4/2017,15,Wholesale,GBP,AXW291,19,16,7,"3,926.20","27,483.40","2,002.36",,
SO - 0009431,10/4/2017,48,Wholesale,GBP,GUT930,17,5,10,"3,859.20","38,592.00","1,698.05",,
SO - 0009326,10/4/2017,49,Export,GBP,AXW291,48,20,7,"2,458.90","17,212.30","1,032.74",,
SO - 0008886,10/4/2017,134,Wholesale,GBP,AXW291,74,26,12,"2,525.90","30,310.80","1,288.21",,
SO - 0002001,10/5/2017,59,Wholesale,GBP,NXH382,54,8,5,254.60,"1,273.00",145.12,,
SO - 0002225,10/5/2017,128,Wholesale,GBP,NXH382,60,18,7,"1,869.30","13,085.10","1,084.19",,
SO - 0002250,10/5/2017,61,Wholesale,GBP,NXH382,83,15,8,703.50,"5,628.00",576.87,,
SO - 0002483,10/5/2017,78,Wholesale,GBP,NXH382,40,13,9,837.50,"7,537.50",502.50,,
SO - 0005432,10/5/2017,48,Distributor,GBP,NXH382,25,20,6,"5,380.10","32,280.60","2,205.84",,
SO - 0006269,10/5/2017,73,Distributor,GBP,NXH382,31,13,9,971.50,"8,743.50",709.20,,
SO - 0008082,10/5/2017,31,Distributor,GBP,NXH382,30,25,11,"1,835.80","20,193.80","1,303.42",,
SO - 0008451,10/5/2017,121,Wholesale,GBP,AXW291,34,29,9,207.70,"1,869.30",137.08,,
SO - 0008174,10/5/2017,54,Distributor,GBP,AXW291,52,28,12,"3,932.90","47,194.80","1,887.79",,
SO - 000480,10/6/2017,17,Wholesale,GBP,NXH382,52,17,12,"2,432.10","29,185.20","1,264.69",,
SO - 000758,10/6/2017,32,Distributor,GBP,NXH382,29,26,12,"1,815.70","21,788.40","1,543.35",,
SO - 000772,10/6/2017,143,Wholesale,GBP,NXH382,31,5,10,"3,169.10","31,691.00","1,616.24",,
SO - 000966,10/6/2017,132,Wholesale,GBP,NXH382,47,2,5,"3,115.50","15,577.50","1,246.20",,
SO - 0001482,10/6/2017,2,Wholesale,GBP,NXH382,81,27,6,180.90,"1,085.40",121.20,,
SO - 0002661,10/6/2017,155,Wholesale,GBP,NXH382,36,17,7,"1,145.70","8,019.90",962.39,,
SO - 0002730,10/6/2017,164,Wholesale,GBP,NXH382,48,25,8,187.60,"1,500.80",91.92,,
SO - 0004117,10/6/2017,35,Wholesale,GBP,NXH382,3,4,8,"3,932.90","31,463.20","2,556.39",,
SO - 0005086,10/6/2017,78,Wholesale,GBP,NXH382,44,5,10,"3,912.80","39,128.00","1,995.53",,
SO - 0007174,10/6/2017,84,Wholesale,GBP,NXH382,58,14,12,"1,896.10","22,753.20","1,118.70",,
SO - 0009361,10/6/2017,146,Wholesale,GBP,AXW291,1,18,11,"1,159.10","12,750.10",602.73,,
SO - 0010658,10/6/2017,91,Export,GBP,NXH382,37,9,6,"1,172.50","7,035.00",961.45,,
SO - 000108,10/7/2017,20,Distributor,GBP,NXH382,23,10,10,"1,815.70","18,157.00","1,525.19",,
SO - 000596,10/7/2017,128,Distributor,GBP,NXH382,82,15,6,"3,859.20","23,155.20","3,125.95",,
SO - 0002147,10/7/2017,127,Wholesale,GBP,NXH382,67,25,7,"3,953.00","27,671.00","3,320.52",,
SO - 0003907,10/7/2017,23,Distributor,GBP,NXH382,6,25,12,"3,812.30","45,747.60","2,630.49",,
SO - 0004559,10/7/2017,162,Wholesale,GBP,NXH382,49,21,5,850.90,"4,254.50",365.89,,
SO - 0005103,10/7/2017,63,Wholesale,GBP,NXH382,32,25,9,"3,919.50","35,275.50","2,586.87",,
SO - 0008714,10/7/2017,59,Distributor,GBP,GUT930,6,29,6,187.60,"1,125.60",76.92,,
SO - 0008816,10/7/2017,31,Wholesale,GBP,AXW291,7,13,12,"1,045.20","12,542.40",491.24,,
SO - 0003003,10/8/2017,84,Distributor,GBP,NXH382,2,13,7,"2,425.40","16,977.80","1,576.51",,
SO - 0005894,10/8/2017,125,Distributor,GBP,NXH382,14,1,10,"3,852.50","38,525.00","2,234.45",,
SO - 0007402,10/8/2017,6,Distributor,GBP,NXH382,56,15,6,"2,331.60","13,989.60","1,095.85",,
SO - 0007485,10/8/2017,24,Distributor,GBP,NXH382,53,26,11,"2,338.30","25,721.30","1,286.07",,
SO - 0009931,10/8/2017,83,Wholesale,GBP,AXW291,85,13,6,"6,525.80","39,154.80","3,589.19",,
SO - 0009329,10/8/2017,17,Wholesale,GBP,GUT930,24,29,10,"1,815.70","18,157.00","1,398.09",,
SO - 0004436,10/9/2017,55,Wholesale,GBP,NXH382,57,6,10,"2,532.60","25,326.00","1,950.10",,
SO - 0005581,10/9/2017,2,Wholesale,GBP,NXH382,50,10,6,"1,855.90","11,135.40",816.60,,
SO - 0006077,10/9/2017,165,Distributor,GBP,NXH382,23,25,11,"5,038.40","55,422.40","3,778.80",,
SO - 0006615,10/9/2017,128,Wholesale,GBP,NXH382,71,26,5,"5,132.20","25,661.00","2,925.35",,
SO - 0009202,10/9/2017,39,Wholesale,GBP,AXW291,62,21,7,"2,458.90","17,212.30","1,303.22",,
SO - 0010574,10/9/2017,6,Wholesale,GBP,AXW291,33,22,5,227.80,"1,139.00",157.18,,
SO - 0008545,10/9/2017,45,Export,GBP,NXH382,47,5,6,"6,003.20","36,019.20","3,902.08",,
SO - 0008581,10/9/2017,131,Distributor,GBP,GUT930,13,23,12,"1,969.80","23,637.60","1,615.24",,
SO - 000675,10/10/2017,37,Wholesale,GBP,NXH382,76,15,9,"1,058.60","9,527.40",635.16,,
SO - 0001476,10/10/2017,78,Export,GBP,NXH382,12,13,5,"2,572.80","12,864.00","1,543.68",,
SO - 0003414,10/10/2017,96,Wholesale,GBP,NXH382,26,25,11,"3,423.70","37,660.70","1,540.67",,
SO - 0003575,10/10/2017,164,Export,GBP,NXH382,58,27,10,"2,485.70","24,857.00","1,988.56",,
SO - 0004925,10/10/2017,124,Distributor,GBP,NXH382,10,29,11,730.30,"8,033.30",496.60,,
SO - 0005258,10/10/2017,73,Export,GBP,NXH382,65,2,11,"3,879.30","42,672.30","3,025.85",,
SO - 0005380,10/10/2017,41,Wholesale,GBP,NXH382,28,26,12,"1,118.90","13,426.80",951.07,,
SO - 0006795,10/10/2017,126,Export,GBP,NXH382,42,19,8,"1,098.80","8,790.40",933.98,,
SO - 0008652,10/10/2017,77,Distributor,GBP,FLR025,22,30,8,"2,740.30","21,922.40","2,137.43",,
SO - 0001507,10/11/2017,151,Distributor,GBP,NXH382,64,5,12,"5,862.50","70,350.00","2,520.88",,
SO - 0002278,10/11/2017,74,Wholesale,GBP,NXH382,15,13,6,"2,472.30","14,833.80","1,335.04",,
SO - 0002690,10/11/2017,111,Wholesale,GBP,NXH382,25,10,10,"1,855.90","18,559.00","1,317.69",,
SO - 0003512,10/11/2017,154,Distributor,GBP,NXH382,60,20,9,944.70,"8,502.30",415.67,,
SO - 0005833,10/11/2017,159,Wholesale,GBP,NXH382,6,25,7,"2,914.50","20,401.50","1,690.41",,
SO - 0006784,10/11/2017,83,Distributor,GBP,NXH382,3,1,12,"1,172.50","14,070.00",621.43,,
SO - 0007964,10/11/2017,156,Wholesale,GBP,NXH382,64,3,7,"1,802.30","12,616.10","1,477.89",,
SO - 0001054,10/12/2017,169,Distributor,GBP,NXH382,49,18,10,"3,946.30","39,463.00","3,314.89",,
SO - 0003368,10/12/2017,154,Wholesale,GBP,NXH382,77,22,7,"1,018.40","7,128.80",763.80,,
SO - 0004509,10/12/2017,90,Wholesale,GBP,NXH382,83,6,6,"3,510.80","21,064.80","1,790.51",,
SO - 0004676,10/12/2017,105,Export,GBP,NXH382,14,14,8,"4,006.60","32,052.80","2,524.16",,
SO - 0006762,10/12/2017,114,Wholesale,GBP,NXH382,11,5,6,"1,286.40","7,718.40",617.47,,
SO - 0007375,10/12/2017,36,Distributor,GBP,NXH382,18,17,12,261.30,"3,135.60",214.27,,
SO - 0008532,10/12/2017,72,Wholesale,GBP,GUT930,66,5,11,938.00,"10,318.00",675.36,,
SO - 0002142,10/13/2017,60,Wholesale,GBP,NXH382,40,26,11,"1,165.80","12,823.80",687.82,,
SO - 0004521,10/13/2017,170,Distributor,GBP,NXH382,42,3,8,"3,872.60","30,980.80","2,323.56",,
SO - 0006276,10/13/2017,153,Wholesale,GBP,NXH382,19,25,10,"2,525.90","25,259.00","1,288.21",,
SO - 0007130,10/13/2017,100,Distributor,GBP,NXH382,74,25,8,"1,768.80","14,150.40","1,468.10",,
SO - 0010069,10/13/2017,131,Wholesale,GBP,GUT930,41,24,7,"6,492.30","45,446.10","4,869.23",,
SO - 0009393,10/13/2017,99,Distributor,GBP,NXH382,63,29,5,"1,058.60","5,293.00",709.26,,
SO - 0009454,10/13/2017,31,Distributor,GBP,FLR025,75,26,12,"3,999.90","47,998.80","2,159.95",,
SO - 0008735,10/13/2017,127,Wholesale,GBP,AXW291,31,2,10,"1,695.10","16,951.00","1,406.93",,
SO - 0001020,10/14/2017,18,Distributor,GBP,NXH382,72,27,10,194.30,"1,943.00",137.95,,
SO - 0001497,10/14/2017,171,Wholesale,GBP,NXH382,59,4,6,"1,735.30","10,411.80",780.89,,
SO - 0005351,10/14/2017,152,Wholesale,GBP,NXH382,72,3,11,227.80,"2,505.80",95.68,,
SO - 0005691,10/14/2017,111,Wholesale,GBP,NXH382,31,9,5,"1,125.60","5,628.00",945.50,,
SO - 0005849,10/14/2017,94,Wholesale,GBP,NXH382,70,23,5,"3,778.80","18,894.00","1,662.67",,
SO - 000122,10/15/2017,90,Export,GBP,NXH382,10,26,12,991.60,"11,899.20",654.46,,
SO - 000769,10/15/2017,113,Wholesale,GBP,NXH382,30,7,10,"1,226.10","12,261.00",588.53,,
SO - 0001905,10/15/2017,108,Wholesale,GBP,NXH382,72,13,9,"2,626.40","23,637.60","2,101.12",,
SO - 0001938,10/15/2017,151,Wholesale,GBP,NXH382,76,21,6,"1,172.50","7,035.00",644.88,,
SO - 0005470,10/15/2017,70,Export,GBP,NXH382,71,25,7,234.50,"1,641.50",192.29,,
SO - 0006446,10/15/2017,6,Distributor,GBP,NXH382,9,3,8,"2,331.60","18,652.80","1,025.90",,
SO - 0006483,10/15/2017,77,Wholesale,GBP,NXH382,44,13,8,"2,519.20","20,153.60","1,158.83",,
SO - 0006913,10/15/2017,165,Distributor,GBP,NXH382,62,28,11,"1,869.30","20,562.30","1,271.12",,
SO - 0009663,10/15/2017,150,Distributor,GBP,FLR025,26,29,11,991.60,"10,907.60",644.54,,
SO - 0001115,10/16/2017,50,Wholesale,GBP,NXH382,37,10,12,"3,993.20","47,918.40","3,034.83",,
SO - 0002715,10/16/2017,40,Wholesale,GBP,NXH382,27,4,6,"3,839.10","23,034.60","2,495.42",,
SO - 0004538,10/16/2017,159,Wholesale,GBP,NXH382,20,22,9,"2,559.40","23,034.60","1,791.58",,
SO - 0004569,10/16/2017,57,Wholesale,GBP,NXH382,20,5,7,"2,767.10","19,369.70","1,632.59",,
SO - 0005091,10/16/2017,59,Export,GBP,NXH382,61,9,9,"1,018.40","9,165.60",407.36,,
SO - 0007175,10/16/2017,168,Wholesale,GBP,NXH382,67,16,11,"1,018.40","11,202.40",824.90,,
SO - 0007885,10/16/2017,82,Distributor,GBP,NXH382,41,23,5,"3,966.40","19,832.00","1,745.22",,
SO - 0007974,10/16/2017,21,Wholesale,GBP,NXH382,29,13,8,730.30,"5,842.40",460.09,,
SO - 0009042,10/16/2017,28,Wholesale,GBP,AXW291,81,25,10,"1,313.20","13,132.00",945.50,,
SO - 0005649,10/17/2017,94,Wholesale,GBP,NXH382,60,3,9,"2,003.30","18,029.70","1,482.44",,
SO - 0006430,10/17/2017,161,Distributor,GBP,NXH382,34,17,10,"1,112.20","11,122.00",500.49,,
SO - 000498,10/18/2017,149,Wholesale,GBP,NXH382,4,10,5,"3,932.90","19,664.50","2,635.04",,
SO - 000720,10/18/2017,102,Export,GBP,NXH382,66,26,10,991.60,"9,916.00",575.13,,
SO - 0001199,10/18/2017,139,Wholesale,GBP,NXH382,38,15,6,"1,025.10","6,150.60",594.56,,
SO - 0002071,10/18/2017,90,Wholesale,GBP,NXH382,80,2,7,"3,892.70","27,248.90","3,308.80",,
SO - 0003115,10/18/2017,68,Export,GBP,NXH382,36,26,12,"1,996.60","23,959.20","1,397.62",,
SO - 0003193,10/18/2017,79,Distributor,GBP,NXH382,53,25,8,"1,152.40","9,219.20",460.96,,
SO - 0003274,10/18/2017,33,Wholesale,GBP,NXH382,44,19,12,"3,912.80","46,953.60","1,799.89",,
SO - 0007430,10/18/2017,171,Distributor,GBP,NXH382,4,3,8,944.70,"7,557.60",651.84,,
SO - 0007471,10/18/2017,22,Wholesale,GBP,NXH382,37,5,5,"1,065.30","5,326.50",543.30,,
SO - 0007594,10/18/2017,115,Wholesale,GBP,NXH382,4,14,9,167.50,"1,507.50",73.70,,
SO - 0009608,10/18/2017,23,Distributor,GBP,AXW291,49,15,7,"6,217.60","43,523.20","4,974.08",,
SO - 000634,10/19/2017,129,Wholesale,GBP,NXH382,46,23,5,757.10,"3,785.50",507.26,,
SO - 000915,10/19/2017,127,Wholesale,GBP,NXH382,7,6,9,"1,072.00","9,648.00",857.60,,
SO - 0001686,10/19/2017,31,Distributor,GBP,NXH382,61,18,9,"1,976.50","17,788.50","1,264.96",,
SO - 0001968,10/19/2017,169,Wholesale,GBP,NXH382,70,13,9,"3,845.80","34,612.20","3,230.47",,
SO - 0003678,10/19/2017,142,Wholesale,GBP,NXH382,50,26,5,"1,232.80","6,164.00",505.45,,
SO - 0004092,10/19/2017,43,Wholesale,GBP,NXH382,85,3,8,247.90,"1,983.20",205.76,,
SO - 0005807,10/19/2017,126,Wholesale,GBP,NXH382,15,25,11,"1,708.50","18,793.50","1,178.87",,
SO - 0006155,10/19/2017,149,Wholesale,GBP,NXH382,78,26,7,"1,246.20","8,723.40",573.25,,
SO - 0007610,10/19/2017,114,Distributor,GBP,NXH382,85,13,9,991.60,"8,924.40",436.30,,
SO - 0009394,10/19/2017,65,Wholesale,GBP,NXH382,64,25,12,261.30,"3,135.60",193.36,,
SO - 000432,10/20/2017,156,Distributor,GBP,NXH382,48,19,6,938.00,"5,628.00",450.24,,
SO - 0001361,10/20/2017,125,Wholesale,GBP,NXH382,18,14,8,"3,276.30","26,210.40","1,539.86",,
SO - 0003946,10/20/2017,36,Export,GBP,NXH382,2,14,10,"1,809.00","18,090.00","1,175.85",,
SO - 0004710,10/20/2017,119,Wholesale,GBP,NXH382,74,21,11,891.10,"9,802.10",525.75,,
SO - 0006373,10/20/2017,23,Wholesale,GBP,NXH382,32,2,10,"3,028.40","30,284.00","1,877.61",,
SO - 0006452,10/20/2017,141,Wholesale,GBP,NXH382,60,26,7,"6,338.20","44,367.40","4,817.03",,
SO - 0010419,10/20/2017,14,Distributor,GBP,NXH382,10,14,7,"1,172.50","8,207.50",949.73,,
SO - 000731,10/21/2017,86,Wholesale,GBP,NXH382,53,23,7,"2,251.20","15,758.40","1,620.86",,
SO - 0001535,10/21/2017,69,Wholesale,GBP,NXH382,58,9,6,844.20,"5,065.20",430.54,,
SO - 0002332,10/21/2017,71,Wholesale,GBP,NXH382,15,14,8,"5,983.10","47,864.80","2,632.56",,
SO - 0002529,10/21/2017,88,Wholesale,GBP,NXH382,46,19,7,"2,820.70","19,744.90","2,228.35",,
SO - 0004412,10/21/2017,168,Distributor,GBP,NXH382,6,26,9,"1,065.30","9,587.70",607.22,,
SO - 0005286,10/21/2017,59,Export,GBP,NXH382,62,13,6,"1,159.10","6,954.60",486.82,,
SO - 0005360,10/21/2017,154,Export,GBP,NXH382,37,26,11,"1,065.30","11,718.30",490.04,,
SO - 0005864,10/21/2017,130,Wholesale,GBP,NXH382,40,10,5,911.20,"4,556.00",492.05,,
SO - 0006317,10/21/2017,95,Export,GBP,NXH382,37,16,6,"2,378.50","14,271.00","1,070.33",,
SO - 0010567,10/21/2017,130,Export,GBP,AXW291,59,14,7,241.20,"1,688.40",154.37,,
SO - 0009978,10/21/2017,113,Distributor,GBP,AXW291,22,6,5,984.90,"4,924.50",610.64,,
SO - 0002567,10/22/2017,5,Distributor,GBP,NXH382,57,1,5,"5,453.80","27,269.00","3,163.20",,
SO - 0002603,10/22/2017,80,Distributor,GBP,NXH382,13,13,9,"3,557.70","32,019.30","2,170.20",,
SO - 0004951,10/22/2017,159,Wholesale,GBP,NXH382,49,13,11,207.70,"2,284.70",89.31,,
SO - 0006092,10/22/2017,7,Distributor,GBP,NXH382,56,1,5,"1,125.60","5,628.00",686.62,,
SO - 0006102,10/22/2017,160,Distributor,GBP,NXH382,31,15,6,911.20,"5,467.20",747.18,,
SO - 0006312,10/22/2017,55,Distributor,GBP,NXH382,74,16,12,"2,010.00","24,120.00",824.10,,
SO - 0010421,10/22/2017,112,Distributor,GBP,AXW291,73,25,5,"1,065.30","5,326.50",820.28,,
SO - 0010599,10/22/2017,97,Wholesale,GBP,GUT930,42,15,9,"1,038.50","9,346.50",747.72,,
SO - 0009286,10/22/2017,111,Wholesale,GBP,AXW291,19,6,5,"2,371.80","11,859.00","1,043.59",,
SO - 0010744,10/22/2017,114,Distributor,GBP,NXH382,4,13,9,991.60,"8,924.40",436.30,,
SO - 000698,10/23/2017,2,Wholesale,GBP,NXH382,77,28,11,"6,117.10","67,288.10","4,404.31",,
SO - 0002330,10/23/2017,53,Wholesale,GBP,NXH382,11,13,5,167.50,837.50,70.35,,
SO - 0002429,10/23/2017,168,Wholesale,GBP,NXH382,16,5,9,938.00,"8,442.00",450.24,,
SO - 0002969,10/23/2017,53,Distributor,GBP,NXH382,46,14,11,"2,485.70","27,342.70","2,063.13",,
SO - 0004163,10/23/2017,31,Export,GBP,NXH382,57,5,7,"2,231.10","15,617.70","1,472.53",,
SO - 0004422,10/23/2017,79,Distributor,GBP,NXH382,8,3,12,"5,822.30","69,867.60","2,736.48",,
SO - 0004811,10/23/2017,30,Wholesale,GBP,NXH382,9,22,7,"5,085.30","35,597.10","2,695.21",,
SO - 0005411,10/23/2017,45,Export,GBP,NXH382,13,5,6,"6,003.20","36,019.20","3,902.08",,
SO - 0006138,10/23/2017,114,Distributor,GBP,NXH382,34,3,5,"5,902.70","29,513.50","2,420.11",,
SO - 0007146,10/23/2017,124,Export,GBP,NXH382,38,18,8,"1,058.60","8,468.80",529.30,,
SO - 0009502,10/23/2017,80,Distributor,GBP,NXH382,40,18,5,214.40,"1,072.00",132.93,,
SO - 0010511,10/23/2017,83,Wholesale,GBP,NXH382,68,25,11,"1,092.10","12,013.10",436.84,,
SO - 0009193,10/23/2017,76,Distributor,GBP,GUT930,2,3,5,891.10,"4,455.50",730.70,,
SO - 000685,10/24/2017,99,Wholesale,GBP,NXH382,14,20,8,"1,855.90","14,847.20","1,354.81",,
SO - 0001089,10/24/2017,24,Wholesale,GBP,NXH382,24,9,7,944.70,"6,612.90",377.88,,
SO - 0001292,10/24/2017,123,Wholesale,GBP,NXH382,75,7,10,"5,547.60","55,476.00","3,217.61",,
SO - 0001503,10/24/2017,173,Wholesale,GBP,NXH382,52,11,12,"1,025.10","12,301.20",584.31,,
SO - 0001771,10/24/2017,18,Wholesale,GBP,NXH382,84,6,10,"1,246.20","12,462.00",847.42,,
SO - 0002181,10/24/2017,7,Wholesale,GBP,NXH382,14,2,5,"1,882.70","9,413.50","1,091.97",,
SO - 0002522,10/24/2017,24,Wholesale,GBP,NXH382,25,15,12,207.70,"2,492.40",110.08,,
SO - 0002769,10/24/2017,106,Distributor,GBP,NXH382,55,18,10,"3,886.00","38,860.00","2,137.30",,
SO - 0003277,10/24/2017,24,Distributor,GBP,NXH382,38,14,12,"3,999.90","47,998.80","3,079.92",,
SO - 0004169,10/24/2017,42,Wholesale,GBP,NXH382,42,19,9,"6,519.10","58,671.90","3,520.31",,
SO - 0006781,10/24/2017,161,Wholesale,GBP,NXH382,47,13,8,"1,098.80","8,790.40",582.36,,
SO - 0007436,10/24/2017,36,Wholesale,GBP,NXH382,69,25,11,"1,232.80","13,560.80",813.65,,
SO - 0008122,10/24/2017,20,Wholesale,GBP,AXW291,28,21,11,"5,936.20","65,298.20","3,027.46",,
SO - 000106,10/25/2017,124,Wholesale,GBP,NXH382,66,12,6,"1,038.50","6,231.00",446.56,,
SO - 0001432,10/25/2017,111,Distributor,GBP,NXH382,85,18,12,"1,098.80","13,185.60",736.20,,
SO - 0001565,10/25/2017,59,Wholesale,GBP,NXH382,10,29,6,"1,098.80","6,592.80",791.14,,
SO - 0003094,10/25/2017,104,Distributor,GBP,NXH382,69,13,6,"2,586.20","15,517.20","1,603.44",,
SO - 0003176,10/25/2017,124,Wholesale,GBP,NXH382,27,3,7,"3,530.90","24,716.30","2,930.65",,
SO - 0005428,10/25/2017,96,Wholesale,GBP,NXH382,53,14,5,234.50,"1,172.50",189.95,,
SO - 0005458,10/25/2017,44,Wholesale,GBP,NXH382,81,1,9,"3,504.10","31,536.90","2,943.44",,
SO - 0006358,10/25/2017,40,Wholesale,GBP,NXH382,23,21,6,"1,996.60","11,979.60","1,098.13",,
SO - 0007732,10/25/2017,116,Wholesale,GBP,NXH382,58,26,8,194.30,"1,554.40",97.15,,
SO - 0010113,10/25/2017,16,Wholesale,GBP,AXW291,68,16,9,"3,819.00","34,371.00","2,482.35",,
SO - 0009140,10/25/2017,65,Wholesale,GBP,AXW291,46,29,7,984.90,"6,894.30",679.58,,
SO - 0009707,10/25/2017,39,Wholesale,GBP,AXW291,48,23,7,"2,432.10","17,024.70","2,067.29",,
SO - 0002124,10/26/2017,7,Wholesale,GBP,NXH382,13,19,10,"3,899.40","38,994.00","3,314.49",,
SO - 0002355,10/26/2017,156,Distributor,GBP,NXH382,80,29,6,167.50,"1,005.00",120.60,,
SO - 0005949,10/26/2017,25,Wholesale,GBP,NXH382,62,13,11,"2,211.00","24,321.00",950.73,,
SO - 0008202,10/26/2017,35,Distributor,GBP,GUT930,66,15,8,"1,112.20","8,897.60",767.42,,
SO - 0010102,10/26/2017,165,Distributor,GBP,AXW291,53,5,8,"3,999.90","31,999.20","3,319.92",,
SO - 0002065,10/27/2017,45,Export,GBP,NXH382,56,6,11,964.80,"10,612.80",665.71,,
SO - 0002545,10/27/2017,142,Wholesale,GBP,NXH382,55,16,12,690.10,"8,281.20",441.66,,
SO - 0004162,10/27/2017,125,Wholesale,GBP,NXH382,50,19,5,"2,224.40","11,122.00","1,512.59",,
SO - 0006261,10/27/2017,46,Wholesale,GBP,NXH382,46,4,6,"1,051.90","6,311.40",820.48,,
SO - 0006476,10/27/2017,114,Export,GBP,NXH382,24,18,11,"2,834.10","31,175.10","1,303.69",,
SO - 0010708,10/27/2017,31,Wholesale,GBP,GUT930,6,30,8,"5,152.30","41,218.40","2,576.15",,
SO - 0001094,10/28/2017,32,Wholesale,GBP,NXH382,69,2,7,"1,112.20","7,785.40",778.54,,
SO - 0001978,10/28/2017,30,Distributor,GBP,NXH382,23,23,12,"3,986.50","47,838.00","2,670.96",,
SO - 0002166,10/28/2017,67,Export,GBP,NXH382,36,4,11,"1,051.90","11,570.90",420.76,,
SO - 0002728,10/28/2017,163,Distributor,GBP,NXH382,58,26,11,"1,112.20","12,234.20",878.64,,
SO - 0006108,10/28/2017,85,Distributor,GBP,NXH382,28,16,12,234.50,"2,814.00",126.63,,
SO - 0008456,10/28/2017,106,Export,GBP,GUT930,7,19,8,"2,371.80","18,974.40","1,304.49",,
SO - 0008308,10/28/2017,81,Wholesale,GBP,AXW291,84,14,5,"3,852.50","19,262.50","3,236.10",,
SO - 0009255,10/28/2017,32,Distributor,GBP,AXW291,15,25,10,"1,038.50","10,385.00",571.18,,
SO - 0001093,10/29/2017,139,Wholesale,GBP,NXH382,31,11,12,804.00,"9,648.00",410.04,,
SO - 0003741,10/29/2017,107,Distributor,GBP,NXH382,49,3,12,234.50,"2,814.00",133.67,,
SO - 0004049,10/29/2017,107,Wholesale,GBP,NXH382,27,1,7,"3,048.50","21,339.50","1,219.40",,
SO - 0007426,10/29/2017,35,Export,GBP,NXH382,44,16,6,"2,994.90","17,969.40","2,455.82",,
SO - 0007938,10/29/2017,109,Wholesale,GBP,NXH382,15,13,12,"2,539.30","30,471.60","1,371.22",,
SO - 0001425,10/30/2017,113,Wholesale,GBP,NXH382,1,26,6,"4,020.00","24,120.00","3,417.00",,
SO - 0001480,10/30/2017,52,Export,GBP,NXH382,34,2,12,"1,916.20","22,994.40","1,417.99",,
SO - 0002611,10/30/2017,97,Wholesale,GBP,NXH382,19,9,8,"1,246.20","9,969.60",922.19,,
SO - 0003544,10/30/2017,67,Distributor,GBP,NXH382,2,2,11,"2,358.40","25,942.40","1,249.95",,
SO - 0003939,10/30/2017,94,Distributor,GBP,NXH382,3,26,11,"2,304.80","25,352.80","1,590.31",,
SO - 0004057,10/30/2017,172,Wholesale,GBP,NXH382,55,25,8,"4,013.30","32,106.40","1,886.25",,
SO - 0004557,10/30/2017,60,Distributor,GBP,NXH382,69,20,8,"6,324.80","50,598.40","5,059.84",,
SO - 0004860,10/30/2017,12,Wholesale,GBP,NXH382,14,20,10,"5,460.50","54,605.00","4,313.80",,
SO - 0005701,10/30/2017,56,Distributor,GBP,NXH382,73,1,10,"5,085.30","50,853.00","2,796.92",,
SO - 0007292,10/30/2017,33,Wholesale,GBP,NXH382,22,1,7,"1,112.20","7,785.40",778.54,,
SO - 0008833,10/30/2017,126,Wholesale,GBP,NXH382,6,4,10,"6,371.70","63,717.00","2,803.55",,
SO - 0001108,10/31/2017,58,Wholesale,GBP,NXH382,39,5,6,"1,782.20","10,693.20",873.28,,
SO - 0001519,10/31/2017,45,Distributor,GBP,NXH382,22,4,9,"1,956.40","17,607.60","1,076.02",,
SO - 0001863,10/31/2017,96,Distributor,GBP,NXH382,3,7,9,958.10,"8,622.90",584.44,,
